1.8685	273	273	273
1.8653	273.07	273.07	273.07
1.8619	273.15	273.15	273.15
1.8584	273.22	273.22	273.22
1.8549	273.3	273.3	273.3
1.8519	273.37	273.37	273.37
1.8484	273.44	273.44	273.44
1.845	273.51	273.51	273.51
1.8416	273.58	273.58	273.58
1.8386	273.65	273.65	273.65
1.8352	273.72	273.72	273.72
1.8318	273.79	273.79	273.79
1.8285	273.86	273.86	273.86
1.8252	273.93	273.93	273.93
1.8222	273.99	273.99	273.99
1.8188	274.06	274.06	274.06
1.8155	274.12	274.12	274.12
1.8122	274.19	274.19	274.19
1.8093	274.25	274.25	274.25
1.806	274.31	274.31	274.31
1.8028	274.37	274.37	274.37
1.7995	274.43	274.43	274.43
1.7966	274.49	274.49	274.49
1.7934	274.55	274.55	274.55
1.7902	274.6	274.6	274.6
1.787	274.66	274.66	274.66
1.7841	274.71	274.71	274.71
1.7809	274.76	274.76	274.76
1.7778	274.81	274.81	274.81
1.7746	274.87	274.87	274.87
1.7715	274.92	274.92	274.92
1.7687	274.96	274.96	274.96
1.7655	275.01	275.01	275.01
1.7624	275.06	275.06	275.06
1.7593	275.12	275.12	275.12
1.7565	275.17	275.17	275.17
1.7535	275.25	275.25	275.25
1.7504	275.34	275.34	275.34
1.7473	275.47	275.47	275.47
1.7446	275.64	275.64	275.64
1.7415	275.9	275.9	275.9
1.7385	276.28	276.28	276.28
1.7355	276.78	276.78	276.78
1.7328	277.29	277.29	277.29
1.7298	277.82	277.82	277.82
1.7268	278.18	278.18	278.18
1.7238	278.35	278.35	278.35
1.7209	278.36	278.36	278.36
1.7182	278.31	278.31	278.31
1.7153	278.23	278.23	278.23
1.7123	278.14	278.14	278.14
1.7094	278.06	278.06	278.06
1.7068	278.01	278.01	278.01
1.7039	277.96	277.96	277.96
1.701	277.93	277.93	277.93
1.6981	277.91	277.91	277.91
1.6955	277.9	277.9	277.9
1.6926	277.89	277.89	277.89
1.6898	277.9	277.9	277.9
1.6869	277.91	277.91	277.91
1.6841	277.92	277.92	277.92
1.6815	277.94	277.94	277.94
1.6787	277.96	277.96	277.96
1.6759	277.99	277.99	277.99
1.6731	278.02	278.02	278.02
1.6706	278.04	278.04	278.04
1.6678	278.08	278.08	278.08
1.665	278.11	278.11	278.11
1.6622	278.15	278.15	278.15
1.6598	278.18	278.18	278.18
1.657	278.22	278.22	278.22
1.6543	278.26	278.26	278.26
1.6515	278.3	278.3	278.3
1.6491	278.33	278.33	278.33
1.6464	278.37	278.37	278.37
1.6437	278.41	278.41	278.41
1.641	278.46	278.46	278.46
1.6383	278.5	278.5	278.5
1.6359	278.54	278.54	278.54
1.6332	278.58	278.58	278.58
1.6305	278.62	278.62	278.62
1.6279	278.66	278.66	278.66
1.6255	278.7	278.7	278.7
1.6228	278.75	278.75	278.75
1.6202	278.79	278.79	278.79
1.6176	278.83	278.83	278.83
1.6153	278.87	278.87	278.87
1.6126	278.91	278.91	278.91
1.6101	278.96	278.96	278.96
1.6075	279	279	279
1.6051	279.04	279.04	279.04
1.6026	279.08	279.08	279.08
1.6	279.12	279.12	279.12
1.5974	279.17	279.17	279.17
